EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
A2SW69	Ovis aries	Metazoa	339	None	None
A2T1U1	Brassica oleracea var. botrytis	Viridiplantae	305	None	None
A5A6S6	Oryctolagus cuniculus	Metazoa	295	None	None
A5A8G0	Physcomitrium patens	Viridiplantae	881	None	None
A5D9M6	Sus scrofa	Metazoa	1128	None	None
A5GZW8	Sus scrofa	Metazoa	159	None	None
A7DY56	Cochlearia officinalis	Viridiplantae	273	None	None
A8J637	Chlamydomonas reinhardtii	Viridiplantae	1013	None	None
A9QA56	Felis catus	Metazoa	193	None	None
A9XMT3	Lotus japonicus	Viridiplantae	518	None	None
B0XRM8	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	1605	None	None
B0Y4X4	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	424	None	None
B0ZB55	Humulus lupulus	Viridiplantae	352	None	None
B1PVZ9	Metapenaeus ensis	Metazoa	357	None	None
B2KPR3	Catharanthus roseus	Viridiplantae	371	None	None
B3A0M2	Trypanosoma brucei brucei	Other	365	None	None
B3VI55	Lipomyces starkeyi	Fungi	439	None	None
B4FK49	Zea mays	Viridiplantae	149	None	None
B4FZ81	Zea mays	Viridiplantae	555	None	None
B5LAT8	Capsicum annuum	Viridiplantae	357	None	None
B6ECN9	Solanum lycopersicum	Viridiplantae	505	None	None
B6V8E6	Canis lupus familiaris	Metazoa	781	None	None
B7XDF1	Xenopus laevis	Metazoa	170	None	None
B8M9J8	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)	Fungi	447	None	None
B8QHP1	Starmerella bombicola	Fungi	538	None	None
B8XX90	Sus scrofa	Metazoa	378	None	None
B9V5F5	Xenopus laevis	Metazoa	649	None	None
B9VRJ2	Papaver somniferum	Viridiplantae	321	None	None
B9W5G6	Actinia fragacea	Metazoa	179	None	None
C0HJQ9	Hystrix cristata	Metazoa	154	None	None
C0HK69	Centruroides limpidus	Metazoa	68	None	None
C0HKB9	Micrurus mipartitus	Metazoa	119	None	None
C0HKC4	Agkistrodon conanti	Metazoa	123	None	None
C0HLF0	Porthidium ophryomegas	Metazoa	121	None	None
C0P9J6	Zea mays	Viridiplantae	505	None	None
C5H429	Artemisia annua	Viridiplantae	388	None	None
C6KEM4	Zea mays	Viridiplantae	506	None	None
C6KT50	Plasmodium falciparum (isolate 3D7)	Other	301	None	None
C6KT68	Plasmodium falciparum (isolate 3D7)	Other	371	None	None
C6ZJZ3	Glycine max	Viridiplantae	237	None	None
C7AJA4	Trypanosoma brucei brucei	Other	406	None	None
C8VG90	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	783	None	None
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370	None	None
C8VTS4	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	369	None	None
D1D8L6	Aspergillus fumigatus	Fungi	440	None	None
D2X8K2	Condylactis gigantea	Metazoa	119	None	None
D4N500	Papaver somniferum	Viridiplantae	364	None	None
D7PF45	Sus scrofa	Metazoa	1260	None	None
E2RU97	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	248	None	None
E4NKF8	Medicago truncatula	Viridiplantae	694	None	None
E9DVV4	Metarhizium acridum (strain CQMa 102)	Fungi	484	None	None
E9L7A5	Petunia hybrida	Viridiplantae	479	None	None
E9P8D2	Saccharomyces cerevisiae	Fungi	229	None	None
E9RBG1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	1497	None	None
F1C7I4	Taenia solium	Metazoa	332	None	None
F1PJP5	Canis lupus familiaris	Metazoa	705	None	None
F1PZQ5	Canis lupus familiaris	Metazoa	919	None	None
G0SAK3	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	Fungi	1793	None	None
G0SAK8	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	Fungi	1170	None	None
G1FNI6	Thlaspi arvense	Viridiplantae	348	None	None
G1JSL4	Avena sativa	Viridiplantae	249	None	None
G1NJB6	Meleagris gallopavo	Metazoa	154	None	None
G1SPE9	Oryctolagus cuniculus	Metazoa	679	None	None
G1TNM3	Oryctolagus cuniculus	Metazoa	243	None	None
G2Q9A5	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799)	Fungi	4011	None	None
G3J3K0	Cordyceps militaris (strain CM01)	Fungi	1946	None	None
G4N137	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	1728	None	None
G4VQX9	Schistosoma mansoni	Metazoa	480	None	None
G5CV52	Solanum lycopersicum	Viridiplantae	554	None	None
G5EB37	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	267	None	None
G5EJN7	Phanerodontia chrysosporium	Fungi	1057	None	None
G7L166	Medicago truncatula	Viridiplantae	674	None	None
G8H5M7	Solanum habrochaites	Viridiplantae	544	None	None
G9M9M3	Ipomoea batatas	Viridiplantae	358	None	None
G9M9M4	Ipomoea batatas	Viridiplantae	358	None	None
H1VQB1	Colletotrichum higginsianum (strain IMI 349063)	Fungi	322	None	None
H2DF87	Rosa hybrid cultivar	Viridiplantae	588	None	None
H2MCM1	Oryzias latipes	Metazoa	351	None	None
H3BCW1	Latimeria chalumnae	Metazoa	356	None	None
I3PLQ6	Papaver somniferum	Viridiplantae	356	None	None
I3SL57	Lotus japonicus	Viridiplantae	282	None	None
I7H727	Toona sinensis	Viridiplantae	556	None	None
J9VI03	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377	None	None
J9VTB0	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2106	None	None
K0I977	Ocimum basilicum	Viridiplantae	340	None	None
K0ICR0	Ocimum basilicum	Viridiplantae	336	None	None
K0P2S0	Arachis hypogaea	Viridiplantae	231	None	None
K6UCV4	Plasmodium cynomolgi (strain B)	Other	363	None	None
K7MTW9	Glycine max	Viridiplantae	231	None	None
K7NBW3	Siraitia grosvenorii	Viridiplantae	454	None	None
K7QHS5	Humulus lupulus	Viridiplantae	408	None	None
K7SGN7	Xenopus laevis	Metazoa	307	None	None
K7U9N8	Zea mays	Viridiplantae	1521	None	None
L0E155	Malbranchea aurantiaca	Fungi	667	None	None
L7X3S1	Papaver somniferum	Viridiplantae	526	None	None
M1C146	Solanum tuberosum	Viridiplantae	119	None	None
O02696	Sus scrofa	Metazoa	877	None	None
O04705	Triticum aestivum	Viridiplantae	361	None	None
O04862	Pisum sativum	Viridiplantae	515	None	None
O13281	Emericella nidulans	Fungi	1852	None	None
O13282	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	643	None	None
O13286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	556	None	None
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	None	None
O13351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	None	None
O13648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	543	None	None
O13712	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	844	None	None
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	None	None
O13889	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	704	None	None
O13892	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076	None	None
O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	None	None
O13928	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	None	None
O13978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	184	None	None
O13985	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	512	None	None
O14019	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	636	None	None
O14064	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	997	None	None
O14148	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1604	None	None
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473	None	None
O14188	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1489	None	None
O14213	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	380	None	None
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337	None	None
O14232	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1117	None	None
O14246	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	None	None
O14261	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	926	None	None
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931	None	None
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164	None	None
O14350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	181	None	None
O14352	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121	None	None
O14370	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	427	None	None
O15909	Trypanosoma brucei brucei	Other	838	None	None
O18423	Eisenia fetida	Metazoa	297	None	None
O18497	Spodoptera frugiperda	Metazoa	1130	None	None
O18498	Spodoptera frugiperda	Metazoa	670	None	None
O18766	Sus scrofa	Metazoa	348	None	None
O18910	Oryctolagus cuniculus	Metazoa	364	None	None
O20250	Spinacia oleracea	Viridiplantae	741	None	None
O23813	Zea mays	Viridiplantae	635	None	None
O24144	Nicotiana tabacum	Viridiplantae	239	None	None
O24146	Nicotiana tabacum	Viridiplantae	542	None	None
O24592	Zea mays	Viridiplantae	604	None	None
O35524	Mus spicilegus	Metazoa	219	None	None
O42227	Xenopus laevis	Metazoa	480	None	None
O42478	Xenopus laevis	Metazoa	772	None	None
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	None	None
O42773	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	639	None	None
O42844	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504	None	None
O42868	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	197	None	None
O42893	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	None	None
O42938	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	942	None	None
O43058	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	None	None
O44126	Haemonchus contortus	Metazoa	283	None	None
O57383	Xenopus laevis	Metazoa	334	None	None
O57579	Gallus gallus	Metazoa	972	None	None
O59702	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	405	None	None
O59748	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335	None	None
O59800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354	None	None
O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158	None	None
O59923	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	519	None	None
O59954	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	482	None	None
O64390	Solanum tuberosum	Viridiplantae	498	None	None
O73888	Gallus gallus	Metazoa	199	None	None
O74191	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	None	None
O74198	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	376	None	None
O74237	Candida tenuis	Fungi	322	None	None
O74312	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	702	None	None
O74356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585	None	None
O74423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	702	None	None
O74475	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1955	None	None
O74627	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	342	None	None
O74757	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	677	None	None
O74774	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	592	None	None
O74804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	None	None
O74859	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232	None	None
O74919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	398	None	None
O74944	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547	None	None
O74958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	488	None	None
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	None	None
O74986	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294	None	None
O74995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	None	None
O77564	Sus scrofa	Metazoa	751	None	None
O80400	Humulus lupulus	Viridiplantae	394	None	None
O81103	Prunus armeniaca	Viridiplantae	597	None	None
O93309	Xenopus laevis	Metazoa	1209	None	None
O93327	Gallus gallus	Metazoa	369	None	None
O93852	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	557	None	None
O94267	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019	None	None
O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	None	None
O94397	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	None	None
O94408	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	96	None	None
O94513	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501	None	None
O94584	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	None	None
O97240	Plasmodium falciparum (isolate 3D7)	Other	617	None	None
P00004	Equus caballus	Metazoa	105	None	None
P00187	Oryctolagus cuniculus	Metazoa	516	None	None
P00569	Oryctolagus cuniculus	Metazoa	194	None	None
P00608	Notechis scutatus scutatus	Metazoa	119	None	None
P00636	Sus scrofa	Metazoa	338	None	None
P00657	Bubalus bubalis	Metazoa	124	None	None
P00659	Damaliscus korrigum	Metazoa	124	None	None
P00795	Sus scrofa	Metazoa	345	None	None
P00889	Sus scrofa	Metazoa	464	None	None
P00917	Equus caballus	Metazoa	261	None	None
P00919	Oryctolagus cuniculus	Metazoa	260	None	None
P00949	Oryctolagus cuniculus	Metazoa	562	None	None
P01525	Cerebratulus lacteus	Metazoa	55	None	None
P01972	Odocoileus virginianus virginianus	Metazoa	141	None	None
P01994	Gallus gallus	Metazoa	142	None	None
P02109	Didelphis virginiana	Metazoa	147	None	None
P02110	Tachyglossus aculeatus aculeatus	Metazoa	147	None	None
P02141	Oncorhynchus mykiss	Metazoa	148	None	None
P02272	Gallus gallus	Metazoa	128	None	None
P02281	Xenopus laevis	Metazoa	126	None	None
P02402	Artemia salina	Metazoa	110	None	None
P02488	Macaca mulatta	Metazoa	172	None	None
P02497	Mesocricetus auratus	Metazoa	196	None	None
P02543	Sus scrofa	Metazoa	466	None	None
P02641	Oryctolagus cuniculus	Metazoa	279	None	None
P04074	Ovis aries	Metazoa	1021	None	None
P04244	Panthera pardus orientalis	Metazoa	147	None	None
P04274	Mesocricetus auratus	Metazoa	418	None	None
P04361	Agkistrodon piscivorus piscivorus	Metazoa	121	None	None
P04551	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	None	None
P04575	Mesocricetus auratus	Metazoa	307	None	None
P04625	Gallus gallus	Metazoa	408	None	None
P04688	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	None	None
P05027	Sus scrofa	Metazoa	303	None	None
P05044	Cricetulus griseus	Metazoa	198	None	None
P05219	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	448	None	None
P05383	Sus scrofa	Metazoa	351	None	None
P05933	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	None	None
P06292	Marchantia polymorpha	Viridiplantae	475	None	None
P07222	Xenopus laevis	Metazoa	299	None	None
P07509	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	154	None	None
P07527	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	877	None	None
P07591	Spinacia oleracea	Viridiplantae	181	None	None
P07753	Chlamydomonas reinhardtii	Viridiplantae	352	None	None
P07802	Sus scrofa	Metazoa	380	None	None
P07846	Ovis aries	Metazoa	354	None	None
P08106	Gallus gallus	Metazoa	634	None	None
P08980	Spinacia oleracea	Viridiplantae	230	None	None
P08992	Tetrahymena thermophila (strain SB210)	Other	146	None	None
P09204	Chlamydomonas reinhardtii	Viridiplantae	451	None	None
P09212	Oryctolagus cuniculus	Metazoa	153	None	None
P09623	Sus scrofa	Metazoa	509	None	None
P09872	Agkistrodon contortrix contortrix	Metazoa	231	None	None
P09988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136	None	None
P0C581	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1310	None	None
P0C5H5	Oryza sativa subsp. indica	Viridiplantae	389	None	None
P0CAS5	Crotalus durissus terrificus	Metazoa	122	None	None
P0DJH6	Gallus gallus	Metazoa	76	None	None
P0DKI7	Papaver somniferum	Viridiplantae	901	None	None
P0DMS0	Plasmodium berghei	Other	297	None	None
P0DO57	Piper nigrum	Viridiplantae	460	None	None
P0DPA9	Psilocybe cubensis	Fungi	309	None	None
P0DV10	Drosophila eugracilis	Metazoa	345	None	None
P0DW16	Sus scrofa	Metazoa	1223	None	None
P10506	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	340	None	None
P10815	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	482	None	None
P10829	Oryctolagus cuniculus	Metazoa	697	None	None
P10933	Pisum sativum	Viridiplantae	360	None	None
P11414	Cricetulus griseus	Metazoa	1970	None	None
P11415	Cavia porcellus	Metazoa	329	None	None
P11544	Rhodotorula toruloides	Fungi	716	None	None
P11607	Sus scrofa	Metazoa	1042	None	None
P11708	Sus scrofa	Metazoa	334	None	None
P11837	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	699	None	None
P11974	Oryctolagus cuniculus	Metazoa	531	None	None
P11979	Felis catus	Metazoa	531	None	None
P12115	Cyprinus carpio	Metazoa	194	None	None
P12154	Chlamydomonas reinhardtii	Viridiplantae	751	None	None
P12345	Oryctolagus cuniculus	Metazoa	430	None	None
P12530	Oryctolagus cuniculus	Metazoa	663	None	None
P12682	Sus scrofa	Metazoa	215	None	None
P13280	Oryctolagus cuniculus	Metazoa	333	None	None
P13679	Canis lupus familiaris	Metazoa	192	None	None
P13834	Oryctolagus cuniculus	Metazoa	735	None	None
P13926	Xenopus laevis	Metazoa	151	None	None
P14419	Ovis aries	Metazoa	123	None	None
P14421	Gloydius halys	Metazoa	122	None	None
P14580	Oryctolagus cuniculus	Metazoa	510	None	None
P14605	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1692	None	None
P15107	Xenopus laevis	Metazoa	151	None	None
P15505	Gallus gallus	Metazoa	1004	None	None
P16143	Xenopus laevis	Metazoa	758	None	None
P16276	Sus scrofa	Metazoa	781	None	None
P16580	Gallus gallus	Metazoa	373	None	None
P17153	Gallus gallus	Metazoa	321	None	None
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876	None	None
P17605	Ovis aries	Metazoa	136	None	None
P17606	Sorghum bicolor	Viridiplantae	429	None	None
P17770	Catharanthus roseus	Viridiplantae	500	None	None
P17924	Gallus gallus	Metazoa	560	None	None
P18066	Canis lupus familiaris	Metazoa	215	None	None
P18115	Xenopus laevis	Metazoa	418	None	None
P18891	Aleuria aurantia	Fungi	313	None	None
P19382	Xenopus laevis	Metazoa	259	None	None
P19595	Solanum tuberosum	Viridiplantae	477	None	None
P19620	Sus scrofa	Metazoa	339	None	None
P19787	Penicillium chrysogenum	Fungi	3746	None	None
P19854	Equus caballus	Metazoa	374	None	None
P19954	Spinacia oleracea	Viridiplantae	302	None	None
P19963	Olea europaea	Viridiplantae	145	None	None
P20460	Sus scrofa	Metazoa	315	None	None
P20897	Crotalus ruber ruber	Metazoa	202	None	None
P22143	Albifimbria verrucaria	Fungi	244	None	None
P22189	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1037	None	None
P22414	Candida tropicalis	Fungi	906	None	None
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	None	None
P23566	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	151	None	None
P23913	Gallus gallus	Metazoa	637	None	None
P24033	Xenopus laevis	Metazoa	302	None	None
P24964	Sus scrofa	Metazoa	379	None	None
P25306	Solanum lycopersicum	Viridiplantae	595	None	None
P27115	Oryctolagus cuniculus	Metazoa	447	None	None
P27465	Cricetulus griseus	Metazoa	409	None	None
P27638	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	372	None	None
P27799	Canis lupus familiaris	Metazoa	614	None	None
P28593	Trypanosoma cruzi	Other	492	None	None
P28745	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	539	None	None
P28829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	659	None	None
P28870	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	124	None	None
P30074	Medicago sativa	Viridiplantae	389	None	None
P30694	Flaveria trinervia	Viridiplantae	966	None	None
P30757	Sipunculus nudus	Metazoa	123	None	None
P30803	Canis lupus familiaris	Metazoa	1265	None	None
P30832	Radianthus crispa	Metazoa	48	None	None
P32390	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	427	None	None
P33205	Xenopus laevis	Metazoa	399	None	None
P33237	Ovis aries	Metazoa	654	None	None
P33292	Komagataella pastoris	Fungi	576	None	None
P33589	Lachesis muta muta	Metazoa	228	None	None
P33886	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	605	None	None
P35001	Gallus gallus	Metazoa	246	None	None
P35082	Zea mays	Viridiplantae	131	None	None
P35623	Ovis aries	Metazoa	484	None	None
P35669	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	498	None	None
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622	None	None
P36598	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	775	None	None
P36601	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	365	None	None
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	None	None
P36621	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551	None	None
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561	None	None
P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	None	None
P38417	Glycine max	Viridiplantae	853	None	None
P38982	Cricetulus griseus	Metazoa	295	None	None
P40384	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	345	None	None
P40848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	991	None	None
P40999	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	330	None	None
P41772	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	265	None	None
P41797	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656	None	None
P41878	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308	None	None
P42174	Sus scrofa	Metazoa	558	None	None
P43063	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	317	None	None
P43690	Xenopus laevis	Metazoa	367	None	None
P46587	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	645	None	None
P46595	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	None	None
P47807	Gallus gallus	Metazoa	1045	None	None
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404	None	None
P48434	Gallus gallus	Metazoa	494	None	None
P49024	Gallus gallus	Metazoa	559	None	None
