Accession	Organism	Kingdom	Sequence length	N-term transmembrane
O13351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
O73622	Xenopus laevis	Metazoa	293	False
M4IRL4	Humulus lupulus	Viridiplantae	573	False
P17353	Spinacia oleracea	Viridiplantae	135	False
Q5I2A0	Mus musculus	Metazoa	440	False
P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237	False
A9D2P7	Caenorhabditis elegans	Metazoa	672	False
Q9UKJ5	Homo sapiens	Metazoa	165	False
Q8GT66	Pisum sativum	Viridiplantae	436	False
Q07436	Drosophila melanogaster	Metazoa	1427	False
Q15233	Homo sapiens	Metazoa	471	False
O42913	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	342	False
Q6NLQ7	Arabidopsis thaliana	Viridiplantae	476	False
Q5T440	Homo sapiens	Metazoa	356	False
Q14451	Homo sapiens	Metazoa	532	False
Q01501	Dictyostelium discoideum	Other	275	False
Q8C6P8	Mus musculus	Metazoa	421	False
Q9UT55	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	438	False
Q969F9	Homo sapiens	Metazoa	1004	False
Q8WZ42	Homo sapiens	Metazoa	34350	False
A1Z7A8	Drosophila melanogaster	Metazoa	634	False
Q80XX4	Rattus norvegicus	Metazoa	82	False
O88713	Mus musculus	Metazoa	188	False
O14929	Homo sapiens	Metazoa	419	False
O13834	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	3227	False
P38292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413	True
S0DHV6	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	530	False
P97460	Mus musculus	Metazoa	816	False
Q86UV5	Homo sapiens	Metazoa	1035	False
Q969S3	Homo sapiens	Metazoa	477	False
Q9SEL7	Arabidopsis thaliana	Viridiplantae	323	False
O60130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	827	False
Q8L9X2	Arabidopsis thaliana	Viridiplantae	203	False
P53369	Rattus norvegicus	Metazoa	156	False
A0A1S4BDC4	Nicotiana tabacum	Viridiplantae	790	False
P25651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190	False
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97	True
Q9LXR9	Arabidopsis thaliana	Viridiplantae	348	False
P00950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	False
P40573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187	False
P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432	False
Q21733	Caenorhabditis elegans	Metazoa	546	False
F4J284	Arabidopsis thaliana	Viridiplantae	860	False
E5RQA1	Oryza sativa subsp. japonica	Viridiplantae	257	False
O74910	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False
Q9EPB4	Mus musculus	Metazoa	193	False
A2AUU0	Mus musculus	Metazoa	281	False
P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301	False
Q8IU68	Homo sapiens	Metazoa	726	False
Q99LC3	Mus musculus	Metazoa	355	False
Q9P3W1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	434	False
P38768	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
A0A1W2P872	Mus musculus	Metazoa	492	False
Q6Q4D0	Arabidopsis thaliana	Viridiplantae	1311	False
F4JZY1	Arabidopsis thaliana	Viridiplantae	1586	False
P34815	Caenorhabditis elegans	Metazoa	591	False
Q9BSF4	Homo sapiens	Metazoa	260	True
Q91YI1	Mus musculus	Metazoa	516	False
O74424	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1837	False
E9Q557	Mus musculus	Metazoa	2883	False
Q9NUQ6	Homo sapiens	Metazoa	558	False
P47077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666	False
Q9LW57	Arabidopsis thaliana	Viridiplantae	284	False
Q8IS16	Dictyostelium discoideum	Other	604	False
P82180	Spinacia oleracea	Viridiplantae	196	False
P84090	Homo sapiens	Metazoa	104	False
Q84TH4	Arabidopsis thaliana	Viridiplantae	382	False
Q9LS02	Arabidopsis thaliana	Viridiplantae	253	False
Q8NEY8	Homo sapiens	Metazoa	458	False
P25368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
Q6UEG8	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	444	False
P14868	Homo sapiens	Metazoa	501	False
Q6EPZ0	Oryza sativa subsp. japonica	Viridiplantae	318	False
Q9Y2Q9	Homo sapiens	Metazoa	187	False
P34706	Caenorhabditis elegans	Metazoa	2150	False
Q9S7W5	Arabidopsis thaliana	Viridiplantae	355	False
Q12349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124	False
Q07623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225	False
Q9XIB5	Arabidopsis thaliana	Viridiplantae	226	False
Q9LQI7	Arabidopsis thaliana	Viridiplantae	227	False
P19440	Homo sapiens	Metazoa	569	False
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906	False
F8VPJ6	Mus musculus	Metazoa	1459	False
Q08887	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False
Q9GZT3	Homo sapiens	Metazoa	109	False
Q8L5Z4	Arabidopsis thaliana	Viridiplantae	584	False
A6NK89	Homo sapiens	Metazoa	507	False
P10749	Mus musculus	Metazoa	269	False
P62875	Homo sapiens	Metazoa	67	False
Q9SV55	Arabidopsis thaliana	Viridiplantae	425	False
Q652K4	Oryza sativa subsp. japonica	Viridiplantae	315	False
P58418	Homo sapiens	Metazoa	232	True
Q8GW43	Arabidopsis thaliana	Viridiplantae	476	False
Q9UFC0	Homo sapiens	Metazoa	647	False
O88844	Mus musculus	Metazoa	414	False
O23661	Arabidopsis thaliana	Viridiplantae	608	False
Q969X0	Homo sapiens	Metazoa	211	False
P50106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False
D4A1X2	Rattus norvegicus	Metazoa	885	False
P53840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1238	False
P53159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False
Q9USU3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False
P03911	Mus musculus	Metazoa	459	True
O54693	Mus musculus	Metazoa	391	False
Q12343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284	False
P49334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152	False
O75004	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501	False
Q9P6M0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	419	False
Q7S2H6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	310	False
P40038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False
P57680	Mus musculus	Metazoa	1005	True
P25299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False
Q96SK2	Homo sapiens	Metazoa	561	True
Q69YH5	Homo sapiens	Metazoa	1023	False
Q9XI46	Arabidopsis thaliana	Viridiplantae	159	True
Q7YUD6	Plasmodium falciparum	Other	669	True
Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79	True
Q9M3C6	Arabidopsis thaliana	Viridiplantae	277	False
Q9BUV0	Homo sapiens	Metazoa	290	False
O42709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	593	False
P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False
Q9P127	Homo sapiens	Metazoa	313	False
Q9UPI3	Homo sapiens	Metazoa	526	False
P28320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	False
Q13936	Homo sapiens	Metazoa	2221	False
P17677	Homo sapiens	Metazoa	238	False
Q19087	Caenorhabditis elegans	Metazoa	470	False
Q03201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203	False
P25655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2108	False
Q91XJ0	Rattus norvegicus	Metazoa	401	False
O88554	Mus musculus	Metazoa	559	False
Q9UQ13	Homo sapiens	Metazoa	582	False
Q96DE5	Homo sapiens	Metazoa	110	False
P14737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1309	False
P24867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False
Q80ZG6	Rattus norvegicus	Metazoa	193	False
Q02614	Mus musculus	Metazoa	308	False
O60733	Homo sapiens	Metazoa	806	False
P16965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	84	False
P17987	Homo sapiens	Metazoa	556	False
Q9UMW8	Homo sapiens	Metazoa	372	False
P13280	Oryctolagus cuniculus	Metazoa	333	False
Q7S4E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	165	False
Q2MHE4	Arabidopsis thaliana	Viridiplantae	390	False
G5EGA3	Caenorhabditis elegans	Metazoa	704	False
Q9YH58	Gallus gallus	Metazoa	541	False
O82265	Arabidopsis thaliana	Viridiplantae	1098	False
F4KHI3	Arabidopsis thaliana	Viridiplantae	1168	False
O14230	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	347	False
O42975	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	972	False
Q4G0N4	Homo sapiens	Metazoa	442	False
Q9NVV9	Homo sapiens	Metazoa	213	False
Q5VZV1	Homo sapiens	Metazoa	264	False
Q9UUE5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	675	False
P28519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	371	False
Q12906	Homo sapiens	Metazoa	894	False
Q8N3F8	Homo sapiens	Metazoa	863	False
P50080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	613	True
O75691	Homo sapiens	Metazoa	2785	False
Q8I397	Plasmodium falciparum (isolate 3D7)	Other	1199	True
A2VEY9	Drosophila melanogaster	Metazoa	693	True
Q8RWX4	Arabidopsis thaliana	Viridiplantae	611	False
O75528	Homo sapiens	Metazoa	432	False
O13983	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063	False
Q8BGW1	Mus musculus	Metazoa	502	False
Q6PIV2	Homo sapiens	Metazoa	292	False
P39880	Homo sapiens	Metazoa	1505	False
Q9UH77	Homo sapiens	Metazoa	587	False
Q9FFG0	Arabidopsis thaliana	Viridiplantae	248	False
Q9UNS2	Homo sapiens	Metazoa	423	False
Q02721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264	False
Q9BSN7	Homo sapiens	Metazoa	226	True
Q8H1U5	Arabidopsis thaliana	Viridiplantae	865	False
Q9D115	Mus musculus	Metazoa	76	False
P82352	Oryctolagus cuniculus	Metazoa	238	True
Q94CE5	Arabidopsis thaliana	Viridiplantae	504	False
Q6PID8	Homo sapiens	Metazoa	442	False
Q94BT6	Arabidopsis thaliana	Viridiplantae	609	False
P0DPK0	Xenopus laevis	Metazoa	237	False
Q99607	Homo sapiens	Metazoa	663	False
P33419	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253	False
Q02100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327	False
O95571	Homo sapiens	Metazoa	254	False
O09130	Mus musculus	Metazoa	412	False
Q9M280	Arabidopsis thaliana	Viridiplantae	116	False
Q95RA8	Drosophila melanogaster	Metazoa	219	False
P41541	Bos taurus	Metazoa	961	False
P35203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	False
P04789	Trypanosoma brucei brucei	Other	250	False
Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321	False
Q9SSA5	Arabidopsis thaliana	Viridiplantae	437	False
Q9SL94	Arabidopsis thaliana	Viridiplantae	324	False
P53352	Gallus gallus	Metazoa	877	False
P18239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318	False
A2AKX3	Mus musculus	Metazoa	2646	False
P35658	Homo sapiens	Metazoa	2090	False
Q12530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	True
P92966	Arabidopsis thaliana	Viridiplantae	356	False
O46101	Drosophila melanogaster	Metazoa	244	True
P52891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
Q9BWL3	Homo sapiens	Metazoa	253	True
P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140	False
Q8R5A3	Mus musculus	Metazoa	670	False
P38262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	535	False
Q00816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1014	False
Q99359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647	False
Q09XV5	Mus musculus	Metazoa	2582	False
B1AXD8	Mus musculus	Metazoa	201	False
P32322	Homo sapiens	Metazoa	319	False
Q9H7E2	Homo sapiens	Metazoa	651	False
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702	False
P48987	Drosophila melanogaster	Metazoa	312	False
Q9H8K7	Homo sapiens	Metazoa	445	False
Q02410	Homo sapiens	Metazoa	837	False
P82658	Arabidopsis thaliana	Viridiplantae	229	False
Q9NPG8	Homo sapiens	Metazoa	344	True
P40356	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False
A4IFH6	Bos taurus	Metazoa	52	True
P38439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	464	False
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False
Q38796	Arabidopsis thaliana	Viridiplantae	953	False
P53942	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False
Q9NY27	Homo sapiens	Metazoa	417	False
Q9HDB9	Homo sapiens	Metazoa	667	False
Q9H078	Homo sapiens	Metazoa	707	False
P31111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False
P06786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1428	False
C0HLF1	Dictyostelium discoideum	Other	154	False
Q9FGS4	Arabidopsis thaliana	Viridiplantae	718	False
Q00471	Chlamydomonas reinhardtii	Viridiplantae	215	True
Q06497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328	False
O74771	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	374	False
Q9DC70	Mus musculus	Metazoa	224	False
Q03305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412	False
Q12493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False
P21957	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404	False
Q7L592	Homo sapiens	Metazoa	441	False
Q9USY3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	708	False
Q9W1X4	Drosophila melanogaster	Metazoa	1711	False
Q6FI81	Homo sapiens	Metazoa	312	False
P56671	Mus musculus	Metazoa	477	False
Q9SX99	Arabidopsis thaliana	Viridiplantae	261	False
Q8IWL3	Homo sapiens	Metazoa	235	False
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726	False
P53201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	False
Q9MZ03	Oryctolagus cuniculus	Metazoa	298	False
O74958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	488	False
O13688	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	522	False
Q9SKT0	Arabidopsis thaliana	Viridiplantae	300	False
A0A5K1K8Y8	Plasmodium falciparum (isolate 3D7)	Other	372	False
E9Q6W4	Mus musculus	Metazoa	445	False
P0DP99	Mus musculus	Metazoa	47	True
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561	False
Q8N726	Homo sapiens	Metazoa	132	False
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654	False
O23277	Arabidopsis thaliana	Viridiplantae	1330	False
Q96WV2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339	False
P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False
Q92262	Komagataella pastoris	Fungi	455	False
P70670	Mus musculus	Metazoa	2187	False
P18412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	False
O00488	Homo sapiens	Metazoa	134	False
Q8GXJ1	Arabidopsis thaliana	Viridiplantae	552	False
P39979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False
K7W9N9	Solanum lycopersicum	Viridiplantae	285	False
Q9ESE1	Mus musculus	Metazoa	2856	False
Q7JRE4	Drosophila melanogaster	Metazoa	650	False
Q9NRN7	Homo sapiens	Metazoa	309	False
Q9H1U9	Homo sapiens	Metazoa	297	False
Q9DEX1	Xenopus laevis	Metazoa	560	False
P38282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False
O18412	Drosophila melanogaster	Metazoa	718	False
Q4VAE3	Mus musculus	Metazoa	234	False
Q03615	Caenorhabditis elegans	Metazoa	305	False
O74905	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189	False
Q9C9T3	Arabidopsis thaliana	Viridiplantae	67	False
P54987	Mus musculus	Metazoa	488	False
Q12440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	853	False
P05982	Rattus norvegicus	Metazoa	274	False
Q9LS48	Arabidopsis thaliana	Viridiplantae	316	False
Q6PCQ0	Mus musculus	Metazoa	778	False
A0A120KVW2	Trypanosoma brucei brucei	Other	1136	False
P93758	Arabidopsis thaliana	Viridiplantae	274	False
Q6DRC5	Danio rerio	Metazoa	1014	False
P46938	Mus musculus	Metazoa	488	False
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	False
Q94JY0	Arabidopsis thaliana	Viridiplantae	330	False
Q9NYL2	Homo sapiens	Metazoa	800	False
D3ZK93	Rattus norvegicus	Metazoa	322	True
P0C2B9	Rattus norvegicus	Metazoa	141	False
Q9HB75	Homo sapiens	Metazoa	910	False
P81450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	59	True
O82230	Arabidopsis thaliana	Viridiplantae	182	False
Q9R269	Mus musculus	Metazoa	1755	False
Q8IIS5	Plasmodium falciparum (isolate 3D7)	Other	643	False
W7MAT5	Gibberella moniliformis (strain M3125 / FGSC 7600)	Fungi	574	False
Q17TI5	Arabidopsis thaliana	Viridiplantae	344	False
Q7Z4G1	Homo sapiens	Metazoa	85	False
Q91X52	Mus musculus	Metazoa	244	False
Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False
P09144	Chlamydomonas reinhardtii	Viridiplantae	735	False
Q9USQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606	False
Q20716	Caenorhabditis elegans	Metazoa	267	False
Q8BZT9	Mus musculus	Metazoa	430	False
Q9SZD6	Arabidopsis thaliana	Viridiplantae	953	False
P38634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284	False
Q9XTB5	Caenorhabditis elegans	Metazoa	500	False
Q9SKZ5	Arabidopsis thaliana	Viridiplantae	560	False
Q9H1Z4	Homo sapiens	Metazoa	485	False
Q9VFX3	Drosophila melanogaster	Metazoa	137	True
Q9UTQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False
Q01217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863	False
Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879	False
Q9SYJ8	Arabidopsis thaliana	Viridiplantae	372	False
P54860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	False
Q9LLY4	Brassica napus	Viridiplantae	344	False
P97524	Rattus norvegicus	Metazoa	620	True
Q08818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692	False
Q9CZP5	Mus musculus	Metazoa	418	True
Q9ES53	Rattus norvegicus	Metazoa	307	False
Q9LRZ3	Arabidopsis thaliana	Viridiplantae	641	False
Q8VDP4	Mus musculus	Metazoa	922	False
P78955	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287	False
Q9SIE1	Arabidopsis thaliana	Viridiplantae	475	False
Q7XK25	Oryza sativa subsp. japonica	Viridiplantae	475	False
Q38885	Arabidopsis thaliana	Viridiplantae	551	False
P48039	Homo sapiens	Metazoa	350	False
Q02884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456	False
Q12199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
Q12084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232	False
Q9LK88	Arabidopsis thaliana	Viridiplantae	196	False
Q9USM3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	418	False
Q9SEL5	Arabidopsis thaliana	Viridiplantae	222	False
P25846	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	959	False
O74835	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1690	False
Q9C5S1	Arabidopsis thaliana	Viridiplantae	784	False
Q9LD47	Arabidopsis thaliana	Viridiplantae	320	False
Q12884	Homo sapiens	Metazoa	760	False
Q96305	Arabidopsis thaliana	Viridiplantae	136	False
Q08561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116	False
P21784	Mus musculus	Metazoa	527	False
P84148	Candida albicans	Fungi	181	False
Q9UHA3	Homo sapiens	Metazoa	163	False
K4CWS6	Solanum lycopersicum	Viridiplantae	470	False
Q9FIB6	Arabidopsis thaliana	Viridiplantae	442	False
Q07589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
Q9Y4U1	Homo sapiens	Metazoa	282	False
P85845	Rattus norvegicus	Metazoa	493	False
Q8LC79	Arabidopsis thaliana	Viridiplantae	295	False
Q8CHP0	Mus musculus	Metazoa	950	False
O49290	Arabidopsis thaliana	Viridiplantae	339	False
Q9ZNT1	Arabidopsis thaliana	Viridiplantae	281	True
Q9BTV5	Homo sapiens	Metazoa	496	False
O94561	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195	False
P53208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328	False
Q4WW97	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292	False
Q9DBD5	Mus musculus	Metazoa	1123	False
Q94AL8	Arabidopsis thaliana	Viridiplantae	225	True
Q9XZT7	Drosophila melanogaster	Metazoa	146	False
O54942	Mus musculus	Metazoa	218	True
P40467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964	False
Q68FY1	Rattus norvegicus	Metazoa	325	False
Q8BG87	Mus musculus	Metazoa	1803	False
P47085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	338	False
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False
P37090	Rattus norvegicus	Metazoa	638	False
Q0WUA3	Arabidopsis thaliana	Viridiplantae	382	False
Q9CQG9	Mus musculus	Metazoa	134	True
P32479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	840	False
O14036	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115	False
Q13015	Homo sapiens	Metazoa	90	False
Q9FKB5	Arabidopsis thaliana	Viridiplantae	222	False
Q7KZN9	Homo sapiens	Metazoa	410	True
Q9NUQ2	Homo sapiens	Metazoa	364	True
Q7Z713	Homo sapiens	Metazoa	158	False
X5JA13	Arabidopsis thaliana	Viridiplantae	825	False
Q96JH7	Homo sapiens	Metazoa	1222	False
Q9NRR8	Homo sapiens	Metazoa	79	False
Q9D385	Mus musculus	Metazoa	163	False
P34283	Caenorhabditis elegans	Metazoa	442	False
P53142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486	False
O49687	Arabidopsis thaliana	Viridiplantae	589	False
Q9D1F4	Mus musculus	Metazoa	257	False
P10518	Mus musculus	Metazoa	330	False
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767	False
Q12242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671	False
A0A0A6YY25	Mus musculus	Metazoa	723	False
Q7KRI2	Drosophila melanogaster	Metazoa	127	False
Q9JKT3	Mus musculus	Metazoa	297	False
Q8W1E3	Arabidopsis thaliana	Viridiplantae	298	False
Q6RFZ7	Rattus norvegicus	Metazoa	1039	False
Q8TBZ3	Homo sapiens	Metazoa	569	False
Q9LVV5	Arabidopsis thaliana	Viridiplantae	223	False
P16048	Pisum sativum	Viridiplantae	165	False
Q12038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1033	False
Q9CQ86	Mus musculus	Metazoa	115	False
